sale_day,customer_score,losses_day,Organization,Responsibility,Conduct,Resource_management,Conflict_management,Contribution
467.12,3,-617.58,1,1,0,0,0,1
769.27,2,-41.18,0,0,0,0,0,1
119.05,2,-292.77,1,1,1,0,0,0
949.74,4,-193.63,0,1,1,0,0,1
508.6,3,-185.74,1,0,0,1,0,1
568.93,4,-327.2,0,1,0,1,0,0
109.77,2,-650.95,0,0,0,1,1,1
879.73,1,-368.98,0,0,0,0,1,0
768.95,3,-987.94,1,0,1,0,0,0
450.38,1,-258.3,1,0,0,0,1,1
290.08,1,-231.69,0,1,1,0,1,0
875.41,4,-640.82,0,1,0,0,0,1
205.54,5,-594.29,1,1,1,0,1,1
257.0,1,-558.06,0,1,1,0,1,0
325.77,1,-227.13,1,0,1,0,0,1
174.21,2,-793.98,1,0,0,1,0,0
867.77,4,-425.65,0,0,0,1,0,1
274.49,5,-993.65,0,1,1,1,0,0
981.9,3,-877.7,0,1,0,0,1,0
745.99,2,-824.43,0,0,1,0,0,0
310.82,2,-880.92,0,1,0,0,0,0
372.1,5,-460.56,1,0,0,0,0,1
626.31,5,-545.44,0,1,0,1,1,1
861.52,5,-348.03,0,0,0,0,1,1
131.13,2,-550.48,0,0,0,1,1,1
465.25,5,-643.02,1,0,0,1,0,1
228.97,2,-0.06,1,1,1,0,0,0
199.91,3,-854.54,1,1,0,0,0,1
610.16,1,-5.8,0,1,1,1,0,1
415.74,5,-370.18,1,0,0,0,1,0
158.77,4,-665.25,0,1,1,0,1,1
623.62,5,-631.81,0,1,1,1,1,1
929.29,2,-398.85,0,0,1,0,0,1
292.23,1,-379.17,0,1,1,0,0,1
172.4,3,-459.07,0,0,1,1,1,1
673.54,4,-684.17,1,0,1,0,1,0
85.36,3,-11.35,0,1,1,0,0,1
698.58,4,-251.22,1,1,0,0,0,0
618.59,2,-255.45,1,0,0,1,0,0
260.25,5,-176.98,1,1,1,0,1,0
654.5,1,-754.0,1,1,1,0,0,1
569.37,1,-998.68,1,0,1,1,1,1
441.42,1,-397.4,1,1,1,1,1,1
86.57,4,-355.24,1,0,1,0,1,0
386.97,2,-693.85,1,1,0,1,1,1
690.65,2,-839.88,1,1,0,1,1,1
396.86,3,-772.57,0,0,1,1,0,0
382.71,4,-652.06,0,0,1,1,1,1
900.91,2,-702.01,1,1,0,0,0,0
795.1,5,-348.19,1,0,0,0,0,0
482.54,2,-660.36,0,0,1,0,0,1
85.37,4,-585.19,0,1,1,0,1,0
146.45,3,-38.69,0,0,0,0,0,0
76.09,3,-665.58,1,1,0,1,1,1
195.36,3,-149.93,0,0,1,1,1,1
480.04,1,-847.34,1,0,0,0,0,1
456.79,1,-195.97,0,0,1,0,1,1
675.52,3,-201.31,1,0,1,1,1,1
372.48,3,-280.82,0,1,0,0,0,1
954.82,4,-651.52,0,0,1,1,0,0
936.3,2,-678.45,0,0,1,0,0,0
240.44,5,-824.02,0,1,0,0,1,1
275.69,3,-441.96,1,1,0,0,1,0
178.01,2,-767.97,0,1,1,1,0,0
973.29,1,-660.82,0,0,0,1,0,0
671.89,2,-788.82,1,0,1,0,1,1
373.28,1,-387.85,1,0,1,0,0,1
881.74,1,-803.6,1,1,1,1,0,1
379.33,2,-596.66,0,1,0,0,1,0
896.24,2,-65.91,0,0,0,0,1,0
428.68,1,-1.58,1,1,0,0,0,1
81.55,2,-150.41,1,1,0,0,0,1
166.13,1,-687.87,1,0,0,0,1,0
883.28,4,-947.8,0,0,1,0,1,1
576.04,3,-766.18,1,1,1,1,0,1
307.53,3,-628.08,1,0,1,0,1,1
248.82,4,-860.68,1,0,1,1,0,0
114.72,4,-473.49,0,0,1,1,0,0
577.31,1,-251.02,0,1,1,1,1,1
1.38,1,-924.45,1,0,1,1,0,1
740.48,4,-293.07,0,1,1,1,1,0
73.1,1,-991.58,1,0,1,0,0,0
970.84,4,-13.04,1,0,1,0,0,1
854.88,4,-147.74,0,1,1,1,0,1
881.51,4,-953.81,0,0,0,1,1,0
146.62,1,-346.7,0,0,1,0,1,0
776.07,5,-178.71,0,0,1,0,1,1
806.14,5,-506.78,0,1,0,1,0,0
719.01,1,-464.05,1,1,1,1,0,1
542.81,2,-136.63,0,1,0,1,1,1
822.41,4,-112.71,0,1,1,1,0,1
983.23,3,-921.28,1,1,1,1,1,1
856.25,4,-403.57,1,0,0,0,1,0
262.21,4,-132.78,1,0,1,0,0,0
814.75,1,-977.16,0,0,0,1,0,0
279.13,1,-533.75,1,1,0,1,1,1
170.94,3,-177.8,1,0,1,1,1,0
850.95,1,-205.58,1,1,0,1,1,1
6.95,3,-133.89,0,1,1,0,1,1
851.77,4,-555.87,0,0,1,0,1,0
70.78,2,-733.3,0,1,0,0,0,0
556.87,4,-416.06,1,1,1,1,0,1
673.92,4,-755.35,1,0,0,1,1,0
936.96,5,-493.8,0,1,1,1,0,0
648.39,5,-461.35,0,1,1,1,1,1
701.23,3,-861.44,0,1,1,0,1,1
765.96,3,-868.78,0,1,1,1,1,0
714.11,5,-564.36,1,0,0,0,1,0
632.58,4,-600.4,1,0,0,1,1,0
165.8,3,-609.67,1,0,1,1,0,0
944.07,2,-705.47,1,1,0,1,1,0
138.77,1,-282.9,0,0,1,1,0,0
263.63,5,-540.41,0,1,1,1,0,1
825.92,5,-566.66,0,1,1,0,0,0
32.62,3,-927.87,1,1,1,1,0,1
676.16,2,-811.29,0,0,1,0,0,1
391.94,3,-286.86,0,0,1,1,0,1
41.19,4,-140.63,1,0,0,0,1,1
642.28,5,-58.71,0,1,0,1,1,1
917.03,5,-547.45,0,1,1,0,0,0
40.95,1,-676.95,0,1,0,1,0,1
469.72,1,-724.6,1,1,0,1,0,0
722.62,5,-705.87,1,1,0,0,1,1
424.95,3,-618.65,1,0,1,1,0,1
679.19,2,-430.82,1,0,0,0,0,1
598.85,3,-716.42,1,1,1,0,1,1
482.23,5,-922.35,1,0,1,1,0,0
111.19,4,-707.78,0,1,0,0,0,1
84.72,4,-605.25,0,1,0,0,1,0
700.58,1,-636.43,0,1,1,0,0,1
514.04,4,-865.13,1,1,1,0,0,0
820.2,2,-569.04,1,0,0,0,0,1
120.0,5,-388.85,0,0,1,0,1,1
688.74,1,-953.85,1,1,1,0,1,0
910.13,1,-294.24,0,1,1,0,1,1
475.45,2,-359.85,0,1,0,1,1,0
544.85,2,-148.01,1,0,0,1,1,0
260.06,1,-544.24,1,1,0,1,1,0
609.94,2,-105.42,1,1,0,0,1,1
854.9,3,-249.64,1,1,0,1,1,1
763.06,5,-578.51,1,1,0,0,0,1
954.3,2,-133.78,1,0,0,1,0,0
806.44,4,-593.49,0,1,1,1,0,0
626.29,5,-870.36,1,0,1,0,0,0
515.19,4,-409.88,0,1,0,1,0,0
885.42,3,-803.18,0,0,1,0,1,1
327.18,1,-993.5,1,0,0,0,0,1
864.0,3,-267.81,0,0,1,1,0,0
501.8,1,-972.41,1,1,0,0,0,0
58.05,1,-492.26,0,1,1,1,1,1
499.24,3,-945.02,1,0,1,1,0,1
733.03,4,-830.18,1,0,0,0,0,1
719.77,3,-241.13,1,0,1,0,0,1
547.07,3,-66.53,1,0,0,0,0,1
894.67,1,-386.96,1,1,0,0,1,0
997.0,5,-695.89,1,0,0,0,1,0
38.98,2,-656.14,0,1,0,1,1,1
560.15,5,-453.94,0,0,1,1,0,0
890.07,1,-569.19,0,1,1,0,0,0
68.29,1,-734.73,0,0,1,1,1,1
82.15,5,-677.22,1,0,1,0,1,0
849.79,1,-202.85,1,1,1,0,1,1
282.49,1,-568.27,1,0,1,1,1,1
55.39,5,-331.76,1,0,0,0,1,0
831.03,2,-283.11,1,1,0,1,1,1
25.63,1,-200.72,0,0,0,1,1,0
555.01,5,-408.66,1,1,1,0,1,0
198.7,2,-564.39,1,1,0,0,0,0
64.42,5,-833.63,1,0,0,1,0,1
248.69,3,-369.88,0,1,1,0,1,1
715.36,4,-973.5,0,0,1,0,1,1
112.34,3,-87.22,1,0,0,1,1,1
502.59,5,-450.47,1,0,1,0,0,1
946.68,3,-768.45,1,1,0,0,1,0
494.9,1,-240.4,1,0,0,1,1,1
917.0,5,-336.46,0,0,0,0,0,1
181.98,2,-616.97,1,1,0,0,1,0
744.97,1,-608.21,1,1,1,0,0,1
536.66,3,-317.1,0,1,1,0,0,0
447.21,3,-367.13,0,0,0,0,1,0
444.02,1,-915.01,1,1,1,0,1,0
307.37,2,-640.86,0,0,0,0,0,1
373.41,4,-6.57,1,1,1,1,1,1
170.88,2,-745.54,1,0,0,0,1,0
555.43,3,-425.43,0,0,0,0,0,1
147.34,2,-61.88,0,1,0,0,1,0
474.83,5,-322.65,1,0,0,1,0,0
660.32,4,-182.36,1,0,1,0,0,1
690.27,1,-786.8,0,1,1,0,0,0
250.41,5,-817.95,1,0,1,0,0,0
402.31,3,-391.59,0,0,1,0,0,1
483.06,1,-913.93,1,0,0,0,1,0
521.09,1,-591.93,0,0,0,0,0,0
990.74,2,-134.75,0,1,1,1,1,0
158.93,1,-572.18,1,1,0,0,1,0
280.76,5,-495.93,0,0,0,1,1,1
971.48,4,-832.75,0,1,1,1,0,1
73.25,5,-399.74,1,0,0,0,0,0
903.16,2,-280.43,1,1,1,0,0,0
407.2,3,-770.6,0,0,0,1,1,0
372.13,5,-218.42,0,0,1,1,1,1
932.75,1,-494.13,0,0,1,1,0,0
637.88,4,-678.65,1,0,1,1,0,1
748.46,5,-725.21,0,1,0,0,1,0
505.5,4,-370.5,1,1,1,1,1,1
9.16,1,-273.8,1,1,0,1,1,0
398.98,4,-564.31,0,1,1,1,1,0
163.48,5,-678.41,0,1,0,1,1,0
375.02,5,-511.55,1,1,0,1,0,0
655.97,1,-190.91,1,1,0,0,0,1
849.34,2,-747.96,1,1,0,1,0,1
402.09,3,-604.92,0,0,0,0,0,1
20.22,1,-912.7,1,0,1,1,0,1
666.17,4,-792.87,1,0,1,1,1,1
3.51,4,-211.84,0,0,0,0,1,0
355.15,3,-280.37,0,0,1,0,1,1
603.88,2,-92.55,0,0,1,1,1,1
723.23,4,-84.07,1,1,0,0,0,1
540.55,2,-872.98,0,0,0,1,1,0
447.69,1,-190.45,0,0,1,0,0,1
778.48,3,-883.6,0,1,0,1,0,1
535.75,3,-316.45,0,1,0,0,1,0
398.75,2,-187.51,0,0,0,1,0,0
837.93,1,-448.76,0,1,1,1,0,1
579.54,4,-955.19,1,0,1,1,0,0
603.86,1,-254.7,0,1,0,0,1,0
272.04,3,-406.65,1,1,0,1,0,0
562.93,1,-628.92,0,0,1,0,0,1
617.27,3,-598.02,0,0,0,0,0,1
492.05,1,-769.91,1,0,1,0,1,0
330.33,2,-487.09,1,1,1,0,1,1
177.44,2,-814.16,1,0,0,1,1,0
233.55,3,-262.19,0,1,1,0,0,1
51.61,4,-255.39,0,1,0,0,0,1
114.98,4,-950.84,1,1,0,1,0,1
977.36,1,-475.06,0,1,1,1,1,1
178.92,5,-226.77,0,0,1,1,0,0
974.21,2,-2.3,0,1,1,1,1,0
982.96,4,-43.19,1,1,0,1,1,1
957.14,3,-259.74,1,1,1,1,1,0
722.72,4,-196.29,0,0,1,1,1,1
970.45,1,-210.14,0,0,0,1,0,1
860.48,2,-140.94,0,1,1,1,1,0
227.56,5,-775.69,0,1,1,1,0,0
893.09,5,-461.64,0,1,0,1,0,0
529.56,5,-560.84,0,0,0,0,1,0
495.19,5,-174.87,0,0,1,0,0,0
132.04,3,-831.74,0,1,1,0,1,1
233.69,3,-394.6,0,0,0,0,0,0
522.66,4,-571.46,0,0,0,1,0,0
192.16,1,-870.8,1,1,0,1,1,1
682.54,2,-138.91,0,1,1,1,1,0
316.98,5,-984.64,1,1,1,1,1,0
551.73,1,-719.78,1,0,0,1,0,1
566.37,5,-302.02,1,0,1,1,1,0
849.2,3,-500.76,0,1,0,0,1,1
728.67,5,-401.95,1,1,0,1,1,1
832.22,5,-343.25,0,0,0,1,1,0
679.49,1,-540.66,0,0,0,0,1,1
986.48,1,-438.29,1,1,0,1,1,1
370.9,2,-634.29,1,0,1,1,0,0
791.97,4,-918.88,1,1,1,1,0,1
385.89,2,-584.82,1,1,1,1,0,0
483.51,2,-196.35,0,0,1,0,1,1
189.7,2,-206.68,1,0,1,1,1,1
250.26,1,-559.6,0,0,0,1,1,0
685.51,4,-268.52,1,1,1,1,0,1
952.12,3,-679.9,0,0,0,0,1,0
12.01,3,-403.37,0,1,1,0,1,0
963.41,1,-756.37,1,1,1,1,1,1
376.81,5,-80.31,0,1,1,0,1,0
246.76,3,-661.96,0,0,1,1,1,1
35.1,5,-238.72,0,1,1,0,0,1
686.41,4,-390.42,0,0,1,0,1,0
888.37,5,-898.5,0,0,0,1,0,1
196.71,3,-722.17,1,0,0,1,0,1
354.23,5,-124.09,0,0,1,0,0,0
201.04,4,-677.21,1,1,1,0,0,1
751.69,5,-469.97,1,0,0,1,0,1
214.66,2,-591.62,1,1,1,1,0,0
952.19,3,-911.11,1,0,1,0,1,1
38.16,4,-874.94,0,1,0,0,1,1
94.63,3,-899.58,0,1,1,0,0,0
804.75,3,-914.66,0,0,1,0,1,1
432.57,2,-248.39,0,1,0,1,0,0
145.82,2,-291.86,1,0,0,1,1,1
101.01,1,-302.45,1,0,0,0,1,1
915.32,4,-299.97,0,0,1,1,1,1
286.61,4,-868.65,1,1,0,0,1,1
648.93,2,-471.92,0,0,1,1,0,1
766.6,3,-564.37,0,1,1,1,1,1
653.87,5,-613.43,1,0,1,1,0,0
843.73,5,-429.39,0,0,0,0,1,0
626.75,5,-416.74,1,1,0,1,0,1
468.16,5,-380.48,1,0,0,0,0,0
706.16,4,-635.17,1,0,1,1,1,0
659.8,5,-67.34,0,1,1,1,0,0
549.33,5,-209.41,1,1,1,1,1,0
753.01,2,-197.77,0,1,1,0,1,1
790.42,4,-458.39,0,1,1,0,0,0
669.79,1,-911.85,1,0,1,0,1,0
3.75,2,-142.13,0,0,0,1,0,0
173.82,4,-873.91,0,0,1,0,0,0
573.99,4,-416.9,0,1,1,1,1,0
307.91,1,-123.68,1,1,1,0,1,1
972.57,2,-697.25,0,0,0,1,0,1
888.73,2,-52.21,1,0,0,0,0,0
837.13,3,-938.48,0,0,0,0,1,1
358.51,3,-866.77,0,1,0,0,1,1
835.34,2,-153.87,1,0,0,0,0,0
855.88,2,-225.27,1,0,1,0,1,1
994.22,2,-147.72,1,0,0,1,0,1
607.63,3,-888.57,0,0,1,1,0,0
151.44,2,-503.06,1,0,0,1,0,1
940.68,3,-923.19,0,1,0,0,0,1
732.71,4,-636.87,1,1,0,0,0,0
683.61,1,-141.48,0,0,1,1,1,1
109.06,5,-760.25,0,1,1,1,0,1
494.66,5,-191.54,1,0,0,0,0,1
963.36,3,-138.16,0,1,1,1,1,0
9.34,1,-481.86,1,0,1,1,1,0
489.82,5,-226.69,1,1,0,0,0,0
297.25,4,-628.84,0,1,0,1,0,0
74.5,3,-167.09,0,1,1,1,1,1
263.86,1,-15.13,1,0,0,0,1,0
293.0,2,-366.21,0,0,0,1,0,1
75.38,1,-917.67,1,1,1,1,1,1
650.95,2,-930.39,0,0,0,1,1,0
137.45,1,-145.64,1,0,0,0,1,1
709.48,4,-490.91,0,1,0,0,1,1
684.39,4,-756.53,1,1,0,0,0,0
159.76,5,-789.58,1,0,0,0,0,0
758.83,2,-22.76,1,1,0,0,0,1
684.77,1,-814.67,1,1,0,1,0,0
757.53,1,-306.49,1,1,1,1,0,0
45.45,2,-623.24,1,1,1,0,0,1
904.23,1,-133.15,1,0,1,0,0,1
55.28,2,-898.14,0,0,1,0,1,0
795.68,5,-230.39,0,0,0,1,1,0
900.25,3,-437.06,0,0,0,1,0,0
517.58,1,-837.63,0,1,1,1,0,0
221.94,5,-128.43,1,1,0,1,0,0
722.35,1,-357.05,1,1,1,0,0,1
179.43,2,-302.32,0,1,1,1,0,0
374.23,4,-810.42,0,0,0,0,1,1
553.23,3,-48.24,0,0,1,1,1,1
631.49,4,-382.91,1,1,1,0,0,0
228.87,3,-158.96,1,1,0,1,1,0
735.73,4,-337.27,1,1,1,0,1,0
685.82,1,-238.39,1,1,1,1,0,1
561.23,5,-664.99,0,1,0,1,1,1
550.33,4,-490.53,1,1,0,1,1,1
233.55,2,-37.97,0,0,1,1,0,1
270.13,1,-848.31,0,0,1,1,0,1
908.33,1,-102.84,0,1,0,1,1,0
158.33,4,-618.9,0,0,1,0,1,0
294.33,3,-376.89,0,1,0,0,1,1
46.73,4,-544.13,1,0,1,0,0,1
662.93,4,-11.34,1,1,1,1,1,1
265.73,5,-792.29,1,1,1,1,1,0
95.18,1,-721.28,1,1,1,0,1,1
539.29,5,-539.65,1,1,0,0,0,0
967.05,5,-553.79,1,0,1,0,0,1
244.48,2,-506.03,0,0,0,1,0,1
839.14,3,-569.69,1,1,1,0,1,1
956.6,3,-480.63,0,0,0,1,0,0
551.19,5,-413.45,0,0,0,1,0,0
225.3,1,-284.58,0,1,1,0,0,0
359.9,4,-548.84,0,1,1,0,1,1
26.48,3,-204.47,1,0,1,0,1,0
773.87,2,-635.05,1,0,1,0,1,0
715.06,2,-231.07,0,0,0,1,0,1
23.64,4,-114.67,0,0,0,1,0,0
543.63,3,-883.95,1,0,1,1,0,1
124.12,3,-630.19,0,0,1,0,1,0
899.89,5,-865.53,1,1,0,0,1,1
155.26,2,-155.88,1,0,0,1,1,0
487.88,2,-83.84,1,1,1,0,1,0
453.12,4,-167.2,1,1,0,1,0,0
109.26,5,-931.95,0,0,0,1,0,1
932.05,1,-633.01,1,0,0,0,0,1
863.75,5,-413.85,0,0,0,0,1,1
910.88,4,-43.94,1,0,0,0,1,0
747.93,3,-762.18,0,0,0,0,1,0
178.53,5,-925.15,1,1,0,0,0,0
824.8,2,-561.29,1,0,0,1,1,1
950.4,2,-286.7,0,1,0,0,1,0
173.92,2,-189.21,1,0,1,1,0,0
862.95,5,-101.48,1,1,1,0,0,1
664.32,3,-381.26,0,1,0,0,1,0
312.23,3,-980.89,1,1,0,1,0,0
789.48,1,-613.28,0,0,1,0,1,1
661.39,2,-548.42,1,1,1,0,0,0
623.72,2,-171.08,1,0,1,1,1,0
282.23,3,-956.23,1,1,0,1,0,0
703.97,5,-31.87,1,0,0,1,0,1
791.86,2,-186.73,0,0,0,0,1,0
374.48,1,-707.51,1,1,1,0,0,0
998.62,4,-87.83,0,0,0,1,1,0
31.68,2,-249.99,1,0,1,1,1,1
739.12,4,-87.72,0,0,1,0,0,1
690.0,3,-568.58,1,0,1,1,1,0
516.14,4,-462.97,0,0,0,0,0,0
269.85,4,-363.47,1,0,1,0,1,0
148.55,1,-39.42,0,1,1,0,0,1
648.26,1,-285.96,0,1,0,1,0,0
935.87,1,-586.5,1,1,0,1,0,1
292.18,3,-168.71,0,0,1,0,1,0
856.71,4,-461.61,0,0,1,1,0,0
210.75,4,-488.64,0,1,1,1,0,0
178.06,3,-939.13,1,0,0,1,1,0
16.01,5,-364.29,0,1,1,0,1,0
837.26,5,-971.38,0,1,0,0,1,0
814.74,5,-831.06,1,0,0,1,1,1
285.34,4,-752.96,0,1,0,0,1,1
865.04,4,-44.18,1,0,1,0,0,0
264.6,2,-111.02,1,1,0,0,1,0
261.39,1,-138.24,0,1,1,0,0,0
908.04,5,-582.96,1,1,1,1,1,1
176.16,5,-148.72,1,0,1,1,1,0
963.59,2,-645.09,0,1,1,0,1,1
662.21,2,-97.52,1,0,1,1,0,0
374.47,2,-239.93,0,1,0,1,1,1
214.78,3,-689.62,0,1,1,0,0,0
394.59,2,-278.48,1,0,1,0,0,0
813.49,3,-295.76,1,1,1,1,1,1
518.99,3,-373.4,1,1,0,0,1,1
75.69,1,-268.98,0,1,0,1,1,1
226.37,2,-471.8,0,0,0,1,0,1
755.01,1,-101.59,0,1,1,0,0,0
638.92,4,-230.15,1,0,1,1,1,0
987.01,5,-519.44,0,0,0,0,1,0
312.36,1,-813.18,0,0,0,0,1,1
902.78,2,-191.44,0,1,0,1,1,1
978.7,5,-507.38,1,0,0,0,1,0
108.29,4,-907.77,0,0,1,0,1,0
648.6,3,-376.8,0,0,0,1,1,0
832.5,1,-438.62,0,1,1,0,1,0
204.89,1,-947.85,1,0,0,1,1,0
34.61,3,-557.18,0,1,0,1,1,0
115.26,1,-271.32,1,0,1,1,0,1
892.65,3,-489.45,0,0,0,1,0,1
438.68,5,-62.42,0,0,1,0,1,0
12.47,2,-21.48,1,0,1,1,1,0
999.44,2,-146.93,1,0,0,1,0,1
819.99,1,-492.8,0,1,0,1,0,1
353.64,5,-227.4,0,1,1,0,1,0
308.31,5,-710.53,1,0,1,0,0,0
263.41,1,-444.22,0,0,1,1,1,0
440.09,4,-957.85,1,0,0,1,1,1
852.9,1,-743.26,1,0,1,1,0,1
457.39,2,-54.12,1,1,0,0,1,1
320.42,3,-625.95,0,1,1,0,0,1
642.72,1,-538.37,0,1,1,0,1,1
979.95,5,-60.32,0,1,1,0,0,1
478.89,1,-918.86,1,1,1,1,0,0
687.01,1,-879.15,1,1,0,1,1,0
291.57,1,-233.85,1,1,1,0,1,0
872.84,1,-417.29,0,1,0,0,1,0
928.96,1,-848.87,1,0,1,0,1,0
211.5,3,-490.44,1,1,1,1,0,1
295.67,5,-293.66,0,0,1,0,1,1
376.17,4,-331.7,0,0,1,1,0,1
459.93,3,-265.9,1,0,0,0,1,0
254.5,5,-467.26,0,1,0,0,1,1
865.34,5,-747.68,0,1,0,0,0,0
797.84,5,-810.72,1,1,0,0,0,0
156.45,3,-772.1,1,1,0,1,0,0
751.51,1,-370.78,0,0,1,1,0,0
385.77,3,-145.81,0,1,1,1,1,0
644.43,1,-189.78,1,0,1,1,1,0
173.32,1,-411.22,0,1,1,1,1,0
593.96,4,-457.19,1,0,0,0,0,0
564.7,3,-226.3,0,1,1,0,0,0
595.61,1,-674.95,1,1,1,1,0,1
46.1,4,-655.93,0,1,0,0,1,1
715.98,5,-974.67,0,0,1,1,0,0
652.87,3,-974.9,1,1,1,1,1,1
945.4,3,-980.26,1,1,0,0,0,1
562.37,2,-567.78,1,1,1,1,1,0
588.91,3,-794.86,1,1,0,0,0,1
902.73,1,-193.06,1,1,0,1,0,0
257.43,3,-490.05,1,0,0,0,1,1
482.98,2,-290.12,1,0,0,1,0,1
725.57,3,-455.88,1,1,1,0,1,1
660.52,2,-451.76,0,0,0,1,1,0
115.66,3,-379.79,0,1,1,1,0,0
287.76,2,-114.98,1,0,0,1,0,1
196.78,3,-816.35,0,1,1,1,0,1
348.26,3,-956.39,1,1,1,0,1,1
497.37,4,-653.89,0,1,0,0,0,0
209.01,2,-678.71,0,0,1,0,0,1
859.64,4,-248.87,1,1,1,1,0,0
880.6,3,-445.48,1,0,0,0,1,1
204.35,1,-915.77,0,1,0,0,0,0
756.49,1,-523.51,0,0,1,1,1,0
989.87,4,-841.42,0,0,0,1,1,0
494.27,5,-922.73,0,1,0,1,1,1
157.18,2,-19.82,0,0,0,0,1,0
12.74,4,-262.7,0,1,0,0,1,0
35.38,5,-141.82,0,1,0,1,0,0
704.74,1,-455.83,1,1,0,0,1,0
714.34,5,-670.84,1,1,1,1,1,1
48.49,3,-742.87,1,1,1,0,1,0
138.0,5,-872.73,1,0,0,0,0,0
185.17,2,-649.96,1,1,1,0,1,0
462.32,4,-216.37,1,0,0,0,0,1
719.02,4,-185.63,0,1,0,0,0,1
648.73,4,-201.29,1,1,0,0,1,1
689.32,4,-315.8,0,1,0,0,1,0
270.38,4,-50.07,0,1,0,1,0,0
227.23,4,-624.92,0,0,1,0,0,1
666.93,1,-32.52,1,1,1,1,0,0
108.67,2,-509.67,0,1,0,1,1,1
376.01,3,-518.65,1,1,0,0,1,1
85.69,5,-169.03,1,1,0,0,0,1
854.81,1,-680.61,0,1,1,0,0,0
983.11,1,-54.57,0,1,1,1,0,1
306.02,5,-120.83,0,0,0,1,0,1
150.27,2,-36.71,1,0,0,1,1,1
816.88,3,-64.08,0,0,1,1,1,0
338.15,2,-590.83,0,1,0,1,1,1
398.53,4,-893.2,1,1,1,1,1,0
691.0,4,-364.14,1,1,1,0,1,1
814.76,3,-928.9,1,0,1,1,0,1
915.45,1,-564.89,1,1,1,0,0,0
15.48,1,-182.16,0,1,0,0,1,1
50.07,3,-711.7,0,0,1,1,0,1
98.37,3,-291.55,1,1,0,1,1,1
590.09,1,-936.57,0,1,0,0,1,1
468.32,1,-266.28,0,1,0,1,1,0
196.39,3,-506.18,0,0,1,0,0,0
316.87,3,-328.17,0,1,1,1,1,1
118.85,4,-71.28,1,0,1,1,0,0
619.12,1,-5.47,0,0,1,1,0,1
231.0,2,-611.56,1,0,1,0,1,1
472.21,1,-762.05,1,1,1,0,1,1
675.74,4,-798.71,0,1,0,0,0,0
586.33,3,-360.24,0,1,0,1,1,0
165.72,3,-435.4,1,0,0,1,0,0
245.2,3,-656.63,1,0,1,1,0,1
915.16,4,-162.38,0,0,0,0,0,1
538.65,5,-663.25,1,1,0,1,0,1
856.42,4,-540.3,1,1,0,0,1,1
874.56,5,-535.65,1,1,1,1,0,1
547.28,1,-231.46,0,0,1,0,1,0
216.99,3,-852.1,1,1,0,0,0,1
549.49,5,-654.69,0,1,1,0,0,0
153.32,3,-357.36,0,1,0,1,1,0
21.27,3,-308.66,1,0,0,0,0,1
335.95,1,-174.12,1,1,1,0,0,0
546.85,1,-596.9,0,1,0,1,0,0
212.19,3,-522.13,0,0,1,1,1,1
735.04,3,-876.23,1,0,1,0,1,1
