sale_day,customer_score,losses_day,Organization,Responsibility,Conduct,Resource_management,Conflict_management,Contribution
2012,5,-82,0,0,1,0,0,1
661,2,-54,1,0,0,1,1,0
2994,2,-38,0,1,1,0,1,1
2503,5,-44,1,1,0,0,1,0
3212,0,-79,1,0,1,0,1,0
4687,2,-88,1,0,0,0,1,1
876,2,-55,0,1,1,1,1,0
4255,5,-40,0,1,0,1,1,0
127,0,-21,1,1,1,0,0,0
1246,3,-39,1,0,1,1,0,1
1375,5,-98,0,1,1,0,0,0
1105,2,-78,0,0,0,0,1,0
1558,4,-42,0,1,1,0,0,0
1318,5,-42,1,1,1,0,0,1
2481,2,-15,1,1,1,0,1,0
1789,4,-74,0,0,0,0,1,1
4082,5,-60,1,1,0,0,1,1
1573,5,-47,1,1,0,1,0,0
2474,3,-72,1,1,1,1,1,0
3911,3,-70,0,1,1,0,1,0
4114,3,-29,1,0,1,0,1,1
2875,4,-64,1,1,0,0,0,0
4216,5,-25,1,1,0,1,0,0
1017,4,-72,1,0,1,0,1,0
1844,1,-25,0,0,0,0,1,1
3795,0,-81,1,1,1,1,0,1
1765,5,-4,1,0,0,0,0,1
1035,0,-33,1,0,0,0,1,1
1053,4,-55,0,0,1,1,0,0
2508,1,-40,0,0,0,0,0,1
3312,5,-53,1,1,1,1,0,1
1715,4,-91,0,1,1,0,0,1
4436,4,-19,1,0,0,1,0,0
3872,1,-73,0,1,1,1,1,1
1114,3,-75,0,1,0,0,0,0
710,4,-9,1,1,0,0,0,0
1292,1,-64,1,0,1,0,1,1
4204,0,-5,1,0,1,1,1,1
4936,4,-50,0,0,0,1,0,0
1335,5,-75,1,0,0,0,1,0
509,4,-40,1,0,1,1,1,1
4050,1,-79,0,0,0,1,0,1
517,0,-98,1,1,0,0,0,1
1219,3,-65,1,1,1,0,0,1
3444,5,-85,0,1,0,0,0,0
3173,2,-16,0,1,1,0,0,0
3758,2,-77,0,1,1,0,1,1
3806,5,-12,0,1,0,1,1,1
3527,0,-14,1,1,1,1,0,1
3320,4,-55,0,0,1,0,0,0
741,2,-27,1,0,1,1,0,0
920,5,-79,1,0,1,1,0,1
173,3,-44,1,0,0,0,0,0
402,4,-86,1,1,1,0,1,1
802,2,-30,1,1,0,0,1,0
181,4,-20,0,0,1,0,0,0
1920,0,-90,1,1,0,1,1,1
1587,1,-33,0,1,1,0,0,0
1719,3,-25,1,0,0,1,0,0
4006,3,-90,0,1,0,1,1,1
99,1,-31,0,0,1,0,0,0
3124,3,-52,0,0,1,0,0,1
4486,0,-19,0,0,0,0,0,1
3805,1,-90,1,0,1,1,0,1
2119,5,-23,1,0,1,1,1,0
795,1,-89,0,1,0,1,0,0
1653,1,-22,0,0,0,1,1,1
3124,4,-9,0,1,1,0,1,0
1613,3,-33,0,0,1,1,1,0
2210,3,-97,1,0,0,1,1,0
3749,3,-89,0,1,1,0,0,1
3177,0,-70,0,0,0,1,1,1
1841,1,-36,0,0,0,1,0,0
3770,2,-81,1,0,1,0,0,0
2652,4,-43,1,0,1,0,0,0
4151,0,-27,1,1,0,0,1,0
2173,3,-12,1,0,0,0,0,0
3005,4,-42,0,1,1,1,0,0
4735,2,-26,1,1,1,0,0,0
3613,1,-76,1,1,1,0,0,0
432,3,-52,0,0,1,0,0,1
3057,4,-26,0,0,0,1,1,1
2222,1,-17,0,0,1,1,0,0
3473,4,-51,1,0,0,1,0,0
1626,5,-63,0,1,0,0,1,0
360,0,-27,1,0,0,0,1,0
1738,0,-43,1,1,0,1,0,0
2248,1,-15,0,0,1,0,1,1
2560,3,-32,1,1,0,1,1,0
1931,3,-16,0,0,0,1,1,1
1432,2,-54,1,1,1,1,1,1
3010,2,-2,0,1,0,1,0,0
4608,1,-70,0,1,1,0,1,0
3078,4,-59,1,1,0,1,1,1
3866,4,-26,0,0,1,1,1,0
1823,4,-15,0,0,1,0,0,0
2904,4,-25,1,0,1,0,1,0
2246,5,-17,0,1,0,1,0,0
260,4,-90,1,1,1,0,1,1
4105,4,-86,1,1,0,0,0,1
2223,4,-65,1,1,1,0,0,1
394,2,-12,1,0,1,1,0,1
4961,4,-80,1,1,1,1,1,0
135,4,-92,1,1,1,0,1,0
2041,2,-63,0,1,0,1,0,0
922,3,-59,1,0,1,0,0,1
3196,3,-11,1,0,0,1,0,0
3763,5,-44,0,1,0,1,0,0
2667,4,-39,0,1,1,1,1,0
4335,3,-60,0,0,0,0,0,0
2752,0,-72,1,1,0,1,0,1
4740,1,-87,1,0,1,1,0,1
108,2,-89,1,1,0,0,0,0
218,3,-21,0,1,0,1,1,0
4335,4,-30,1,1,0,1,1,1
4277,4,-6,0,0,1,0,1,1
2116,4,-63,0,1,0,1,0,0
3804,0,-51,0,0,1,1,1,1
2565,1,-49,1,1,0,0,0,0
3265,2,-88,0,1,0,0,1,0
559,1,-51,0,1,1,0,1,0
3378,0,-13,0,1,1,0,0,0
3005,3,-80,0,1,0,0,1,0
2411,3,-5,1,0,1,0,0,0
1091,0,-50,1,1,0,1,0,0
4950,4,-94,0,0,1,0,0,0
2962,0,-30,1,1,1,1,0,0
3695,1,-62,1,0,0,0,0,0
4785,2,-96,1,1,0,0,0,0
3298,4,-66,1,1,1,0,1,1
663,2,-19,1,1,1,1,0,0
2429,0,-16,0,1,1,0,1,1
3900,5,-14,0,0,1,0,1,0
556,3,-93,1,1,0,0,1,0
1529,3,-53,0,1,1,1,1,1
334,3,-38,1,0,1,1,1,1
1632,1,-10,0,1,0,1,0,1
530,3,-13,1,1,1,0,0,1
4501,4,-31,0,0,1,0,1,1
1532,5,-11,1,0,1,0,1,0
1495,0,-1,0,0,1,0,1,1
3446,1,-46,0,1,1,1,1,0
551,5,-1,0,0,1,1,1,0
3703,5,-39,0,1,0,1,0,1
2449,1,-81,0,1,0,0,0,0
2812,2,-62,1,0,0,1,0,0
1246,1,-93,1,1,0,0,0,1
3804,0,-44,0,1,1,0,1,1
3613,2,-15,0,1,0,1,0,1
551,1,-99,1,1,0,0,0,1
1680,2,-96,1,1,0,0,1,0
2529,5,-44,0,0,0,1,1,1
4016,0,-96,0,0,1,0,0,0
250,0,-66,0,1,1,0,1,0
4340,3,-64,1,1,1,1,0,1
4184,5,-69,0,0,0,1,0,0
368,5,-47,0,1,0,1,1,1
906,1,-54,0,0,1,1,1,0
756,4,-75,0,1,1,1,1,1
4002,2,-52,1,0,0,0,1,1
3309,5,-58,0,1,1,1,0,0
904,2,-35,1,1,0,1,1,0
996,4,-2,0,1,0,0,1,1
472,1,-57,1,0,0,0,1,1
2006,3,-50,0,0,1,0,1,1
4107,0,-51,0,0,0,0,1,1
933,1,-80,0,0,0,1,1,0
2600,3,-12,1,1,1,0,1,0
399,0,-4,0,0,0,1,1,1
629,0,-8,0,1,1,1,1,0
4482,1,-36,0,1,1,0,0,0
2099,5,-21,1,1,1,0,0,0
340,4,-31,1,1,0,0,1,0
4130,1,-56,1,1,0,1,0,0
2128,4,-46,0,1,0,0,0,1
3538,4,-45,1,1,1,1,1,0
1936,0,-48,0,1,1,0,0,1
1332,3,-34,1,0,0,0,0,0
3159,2,-50,1,1,1,0,1,1
2813,4,-54,1,0,1,0,1,0
2085,0,-55,0,0,0,0,0,0
114,0,-70,0,1,1,1,0,0
2079,2,-91,1,1,0,0,1,0
4174,3,-67,0,1,1,0,0,0
1557,5,-86,1,0,0,1,0,1
4704,4,-34,1,0,1,0,1,1
3069,1,-89,0,0,1,1,1,0
3408,5,-20,1,0,1,1,0,1
473,3,-17,1,0,0,1,0,1
2277,4,-83,1,0,0,1,1,1
1377,2,-58,0,0,0,1,1,1
3702,4,-33,1,0,0,1,0,1
158,1,-63,1,1,0,0,0,0
2900,1,-46,1,0,1,0,0,1
707,0,-76,1,0,0,1,1,0
4717,5,-65,0,0,0,0,1,1
2363,2,-87,1,1,1,1,0,1
3449,0,-54,1,0,1,0,1,1
428,1,-36,0,0,0,1,0,0
4725,0,-9,1,1,1,0,1,0
4646,1,-2,1,1,1,1,0,1
1773,0,-75,0,0,0,0,0,1
848,0,-42,0,0,1,0,0,0
2495,5,-98,1,0,1,1,0,1
246,0,-7,1,1,1,1,1,1
1630,4,-85,0,1,1,1,0,1
937,4,-30,0,1,1,1,0,1
612,4,-87,0,0,1,0,1,1
3845,5,-18,0,0,0,1,0,1
1642,0,-74,1,1,1,0,1,0
4809,5,-5,0,1,1,0,1,1
1439,3,-96,0,0,0,0,1,0
47,5,-85,0,0,1,1,1,0
579,2,-20,0,0,0,1,0,1
4556,4,-81,0,1,1,1,1,0
1632,3,-88,0,0,1,0,1,1
3295,1,-24,1,0,0,1,0,0
1255,1,-50,0,1,0,0,0,0
616,3,-14,0,0,1,0,0,0
3451,1,-4,1,0,1,0,0,1
2149,3,-21,0,0,1,1,1,1
4640,4,-83,1,1,0,0,0,0
4269,4,-80,0,1,1,0,1,1
4456,3,-25,1,0,1,1,1,1
3222,5,-13,1,1,0,1,0,0
1819,2,-42,1,1,1,1,1,0
3573,2,-80,1,0,0,1,0,1
2927,4,-74,1,0,1,1,1,1
2838,0,-78,0,0,0,1,0,0
1917,1,-57,1,0,0,1,1,0
2759,3,-35,0,0,1,0,1,0
2283,5,-69,0,0,0,1,0,1
1651,3,-42,1,1,1,1,0,0
4804,2,-43,0,1,1,1,1,0
1325,1,-86,0,0,1,0,1,0
2697,2,-41,1,1,0,0,0,0
546,3,-73,0,0,0,0,0,0
2941,1,-12,0,1,1,0,0,0
1095,5,-56,0,1,0,1,1,0
3513,4,-41,0,1,1,0,1,0
451,3,-16,1,0,0,0,0,0
808,1,-89,0,1,0,0,0,0
3755,5,-48,0,1,0,1,1,0
4006,0,-59,0,0,0,0,0,1
2479,2,-6,1,1,1,0,0,1
4752,3,-18,1,0,1,1,0,0
2240,0,-1,0,0,0,0,1,1
2582,3,-78,1,1,0,0,1,1
4907,0,-10,1,1,1,0,0,0
4100,3,-20,0,0,0,0,1,0
3822,3,-40,1,1,1,0,1,0
2048,3,-59,1,0,1,1,0,0
1518,4,-9,0,0,1,1,0,0
2058,0,-39,1,1,0,0,1,1
3247,5,-79,1,0,0,1,1,1
1186,0,-62,0,1,0,1,1,0
1448,0,-25,1,0,0,0,0,1
3384,1,-89,0,0,0,1,0,1
1456,5,-76,0,1,0,0,1,0
2271,4,-27,0,1,0,1,0,0
886,4,-75,1,1,0,0,1,1
636,4,-10,0,1,0,0,1,0
4699,1,-73,0,1,1,0,1,1
2160,4,-68,0,0,1,1,1,0
2748,4,-22,0,1,1,1,0,1
1254,5,-6,0,0,1,0,0,0
80,5,-22,0,0,0,0,0,1
3552,0,-48,1,0,0,0,0,0
1147,5,-37,0,0,0,1,1,1
4637,0,-52,0,0,0,0,0,1
430,1,-75,1,1,1,0,0,1
4205,1,-66,0,1,0,0,1,0
1459,4,-63,0,0,0,1,0,0
2223,2,-15,1,0,1,0,1,1
2750,5,-3,0,0,0,0,0,1
1256,3,-78,1,0,1,0,0,1
897,0,-60,1,1,1,0,0,0
2977,0,-51,1,0,0,0,0,1
4541,4,-50,1,1,1,1,1,0
2434,3,-99,1,0,1,1,0,0
4826,0,-72,0,1,1,0,0,1
2741,4,-27,1,0,0,1,1,0
2671,5,-6,1,0,0,1,1,0
3497,2,-56,0,0,1,1,0,1
3510,0,-56,1,1,0,0,1,0
1896,5,-25,1,1,1,0,0,0
2416,4,-70,1,1,0,1,0,1
4449,2,-62,0,0,0,1,0,1
2264,0,-44,0,0,0,0,1,0
3650,1,-44,1,0,1,0,0,1
4652,0,-36,1,1,0,0,0,0
1436,2,-72,0,0,1,1,0,0
4661,2,-13,0,1,0,0,1,1
2473,3,-12,1,1,1,1,1,1
763,5,-68,1,0,0,0,1,1
4031,5,-34,1,0,1,0,0,0
2291,1,-14,1,1,1,1,1,0
594,2,-3,0,1,1,0,0,1
505,5,-98,1,0,1,0,0,0
1146,2,-34,1,0,1,0,1,0
3761,2,-9,0,0,0,1,1,1
1024,5,-43,0,1,1,1,0,1
2390,2,-4,1,1,1,0,0,1
454,3,-19,0,1,1,1,1,1
2980,3,-59,1,0,1,1,0,0
1245,4,-63,0,0,0,0,0,1
1689,4,-42,0,1,0,1,0,0
1556,2,-66,0,0,0,0,1,0
2877,2,-62,1,1,0,1,0,1
3432,1,-83,1,1,0,1,0,1
1784,4,-28,1,1,1,0,1,0
3648,2,-10,0,1,0,1,1,0
432,4,-21,0,1,1,1,0,0
3288,3,-21,0,1,0,0,1,1
3450,4,-93,1,0,0,1,1,0
3886,4,-42,0,0,0,1,1,1
942,4,-91,0,0,1,1,0,1
4234,2,-66,1,1,0,0,0,0
232,5,-12,0,0,1,0,0,1
754,4,-51,0,0,1,1,1,1
4211,1,-7,0,1,0,1,1,1
4308,3,-51,0,0,0,1,0,1
3939,5,-46,1,0,0,0,1,0
3882,3,-10,1,1,0,0,0,0
628,4,-27,0,0,1,1,0,0
3979,1,-39,0,0,0,0,1,1
3345,1,-2,0,0,1,0,0,0
2960,4,-57,0,0,1,1,1,1
3059,3,-89,1,0,0,1,0,1
373,1,-9,1,1,0,1,1,0
1868,5,-90,0,0,0,1,1,1
3891,5,-25,0,0,0,1,1,0
717,4,-12,1,0,0,0,0,0
1147,3,-78,0,1,0,1,1,1
4197,4,-98,0,0,1,0,1,1
2004,1,-40,1,1,1,1,0,1
2711,5,-4,0,1,1,0,1,0
235,0,-13,1,0,1,1,0,1
1901,2,-61,1,0,1,1,1,1
1854,0,-73,1,0,0,0,1,1
3349,5,-58,1,1,1,0,1,0
3464,0,-60,0,1,0,0,0,0
2540,3,-63,0,1,0,0,0,1
4331,3,-44,1,1,1,0,0,1
4105,4,-54,1,0,1,0,0,0
2844,4,-97,1,1,1,0,0,0
4454,5,-59,0,1,1,1,1,1
2195,4,-7,1,0,1,0,1,0
1914,5,-48,1,0,0,0,1,0
523,5,-80,1,1,1,0,1,1
85,4,-54,0,1,0,0,1,1
4526,4,-83,1,1,0,0,0,0
2264,3,-45,1,0,0,0,1,1
1894,3,-73,1,1,0,0,1,0
509,3,-69,1,0,1,0,1,0
2841,0,-65,0,0,1,1,0,0
2433,2,-37,1,0,0,0,0,0
368,0,-20,0,0,1,1,1,0
2449,3,-8,1,0,0,1,1,1
500,4,-87,0,1,1,1,1,0
2148,4,-19,1,0,1,0,1,0
4443,3,-27,0,0,0,0,0,1
653,3,-28,0,1,0,0,1,1
3076,0,-23,0,0,1,1,0,0
1839,2,-86,0,1,0,1,0,0
441,4,-62,0,0,0,1,1,1
2492,5,-89,0,1,0,0,1,0
3386,0,-96,0,0,1,0,0,0
2564,3,-8,0,0,0,0,0,0
734,3,-83,1,1,1,1,0,1
1971,3,-88,1,1,1,0,1,1
2847,3,-34,1,1,1,1,0,1
402,4,-37,0,1,0,1,1,0
4895,1,-60,0,1,1,0,0,1
1248,5,-27,1,0,1,0,0,1
1593,1,-7,1,0,0,1,0,1
4737,2,-66,1,0,1,1,0,1
4094,2,-65,0,0,1,0,0,1
4288,3,-37,1,0,0,0,0,0
2711,3,-20,0,0,0,0,0,0
2224,5,-46,1,1,1,0,0,1
2240,2,-66,1,1,0,0,1,0
1306,4,-91,0,1,1,1,0,0
2003,0,-14,0,1,1,0,0,1
2346,5,-89,0,0,1,0,0,0
1925,2,-79,0,0,1,1,1,0
4798,3,-67,1,0,0,1,1,1
631,1,-4,1,1,0,1,1,0
1841,2,-14,1,1,0,1,1,1
1046,1,-92,1,1,0,0,1,0
4008,0,-23,1,1,0,1,1,1
3013,2,-14,1,1,1,0,1,0
1332,0,-98,1,1,1,1,1,1
37,5,-17,1,0,0,0,1,0
1923,1,-40,1,0,1,1,1,0
157,4,-61,0,0,0,0,1,1
4091,5,-64,0,0,0,0,0,1
3759,1,-12,1,1,1,0,1,0
1799,2,-24,0,0,1,0,0,0
1154,4,-29,0,0,1,0,1,1
4924,5,-4,0,0,1,1,1,1
3662,0,-50,1,0,0,0,0,1
4068,1,-85,1,0,1,1,0,0
4120,3,-83,0,1,0,1,0,1
2314,2,-38,1,1,0,1,0,1
3139,3,-8,1,1,0,0,1,0
2162,2,-64,0,0,0,1,0,1
1070,1,-9,1,1,0,1,1,1
93,4,-9,0,1,1,0,1,0
4547,4,-75,1,1,1,0,0,0
662,2,-88,1,1,1,0,1,0
3522,0,-26,1,0,0,0,0,1
3673,5,-81,0,0,0,0,1,0
830,2,-76,1,0,0,1,1,0
4890,2,-44,1,1,1,0,0,0
1813,4,-27,0,1,1,1,1,1
3455,4,-73,1,1,1,0,0,1
3545,0,-66,1,0,0,0,0,1
177,0,-59,1,0,1,0,1,0
3775,1,-86,1,1,1,1,0,1
3394,5,-59,1,1,0,1,1,1
4193,4,-56,0,0,0,0,0,0
4035,3,-92,0,0,1,1,0,1
3919,0,-84,0,0,0,1,0,0
1687,4,-16,1,0,1,0,0,0
1956,2,-67,1,0,1,1,1,1
4723,0,-76,0,1,0,1,1,1
550,5,-77,1,0,1,0,0,1
4860,2,-5,1,0,1,0,0,1
1703,5,-87,1,0,1,1,1,1
4406,2,-43,0,1,1,1,0,1
2325,2,-60,1,0,0,0,0,0
1386,5,-39,0,1,0,1,1,1
1963,3,-53,0,1,0,0,0,0
1968,4,-53,0,1,0,1,1,1
3998,1,-32,0,1,1,1,0,1
731,5,-88,1,0,1,1,0,0
3900,3,-55,1,1,0,0,1,1
3729,4,-14,0,0,1,0,0,1
3756,2,-29,0,1,1,1,0,0
4222,4,-99,0,1,0,0,1,0
4001,2,-50,1,0,0,0,0,0
4138,0,-100,0,1,0,1,1,0
1829,5,-95,0,0,0,1,1,1
1129,5,-5,0,1,0,0,1,1
2097,2,-13,0,0,0,0,1,0
2440,4,-86,1,0,0,1,0,0
1649,3,-78,1,0,1,0,1,1
2470,3,-51,0,0,0,1,0,0
2941,3,-18,0,0,1,1,1,0
39,3,-63,1,1,0,0,1,1
4939,1,-63,1,1,1,1,0,0
4968,5,-5,0,1,1,1,1,0
1334,3,-43,1,1,1,1,1,0
4898,0,-79,0,0,0,0,0,0
503,5,-64,0,0,0,0,1,0
674,1,-94,0,0,1,1,0,0
1273,3,-80,1,0,0,1,0,0
43,5,-49,0,0,0,1,0,1
212,4,-99,0,1,1,0,1,0
3191,5,-56,1,0,1,1,0,0
160,5,-48,1,1,0,0,0,0
4485,4,-25,1,1,0,1,1,1
560,1,-31,0,1,1,1,1,1
4301,3,-74,0,1,1,0,0,0
4238,1,-48,1,0,1,1,0,0
3895,2,-8,1,0,0,0,1,1
3181,5,-72,0,1,1,0,0,1
2321,3,-6,0,1,0,1,1,1
3060,0,-66,0,1,0,1,0,0
1314,4,-25,1,1,1,1,0,1
1482,3,-94,0,0,0,1,1,1
4425,3,-89,0,1,0,0,1,0
4408,2,-25,0,0,1,0,1,1
2354,3,-88,1,0,0,0,1,0
974,5,-91,1,1,0,1,0,0
2586,5,-9,1,1,1,0,1,0
417,4,-63,1,0,1,1,1,0
1339,0,-84,0,1,0,0,1,0
282,4,-70,0,1,0,1,1,0
4897,4,-43,1,1,0,1,0,0
4500,5,-78,0,1,1,1,0,0
1199,0,-19,1,0,1,0,1,1
947,3,-69,0,1,0,1,1,1
235,4,-79,1,0,0,1,0,0
3838,5,-24,0,0,0,0,0,1
571,0,-92,0,1,1,1,1,0
91,0,-44,0,0,0,0,1,0
4467,0,-92,0,0,1,0,1,0
3503,3,-65,1,0,1,1,0,1
2460,5,-80,1,1,1,1,0,1
1584,2,-45,1,0,0,0,1,0
1511,1,-93,0,1,0,0,1,1
580,3,-98,0,1,1,0,1,0
1020,5,-78,0,1,0,0,1,0
4402,1,-8,1,1,0,0,0,0
1706,0,-59,0,0,1,1,0,0
4362,4,-83,0,0,1,1,1,1
4755,0,-12,1,1,0,0,0,1
4279,2,-51,1,0,1,1,0,1
3221,0,-42,1,0,1,0,1,0
744,5,-72,0,0,0,0,1,0
941,5,-49,0,0,1,1,1,0
1656,1,-46,0,1,1,0,0,0
3813,4,-33,0,0,0,1,0,1
3498,5,-33,1,0,0,1,0,0
3986,2,-1,0,1,1,1,0,0
657,3,-60,1,1,1,1,0,0
2693,1,-40,0,0,1,1,0,0
921,1,-34,0,0,1,0,0,1
923,5,-34,1,0,1,1,1,1
1559,5,-71,0,0,1,1,0,0
4492,4,-31,0,0,1,0,0,0
4947,1,-85,1,0,0,0,1,1
4832,3,-81,0,1,1,0,0,1
2667,3,-87,1,0,0,0,0,0
1198,0,-20,0,0,0,0,0,1
3122,0,-50,1,1,1,1,1,1
3087,3,-70,1,1,1,0,1,1
4817,0,-93,0,0,1,1,1,1
1090,1,-89,0,1,1,0,1,1
842,3,-100,0,1,1,0,1,1
3696,2,-72,0,0,0,1,1,0
3624,3,-72,0,1,1,1,0,0
601,2,-30,1,1,1,1,1,0
2258,5,-89,0,0,0,0,1,0
1157,1,-2,1,1,0,0,1,1
563,5,-100,1,1,0,1,1,0
924,5,-36,1,0,0,1,1,1
2100,0,-62,1,0,1,1,1,0
3528,1,-98,1,0,0,0,1,1
775,4,-39,0,0,0,1,0,1
959,2,-94,0,1,1,0,1,1
385,4,-55,0,1,0,1,1,0
1308,2,-27,1,0,0,0,0,1
904,0,-5,1,1,0,0,0,0
3499,1,-42,1,1,0,0,1,0
2996,5,-30,0,1,0,1,0,1
1140,5,-2,1,0,0,0,0,1
1996,3,-82,1,1,1,1,1,0
1031,4,-52,0,0,0,1,1,0
3592,2,-61,1,1,0,1,1,1
1556,3,-4,0,1,0,0,1,0
4317,2,-44,1,1,1,1,1,1
4464,5,-50,0,1,1,1,0,0
1148,2,-88,0,1,1,1,0,1
4419,0,0,1,0,0,1,1,0
2415,5,-65,0,0,1,0,1,0
806,2,-70,1,0,0,1,0,0
4139,5,-89,0,0,1,1,1,1
3832,1,-23,1,1,1,0,1,1
3220,1,-86,0,0,1,1,0,0
4917,3,-27,0,1,1,1,0,0
3476,1,-87,0,1,0,1,1,1
3553,2,-40,0,1,0,0,1,1
4839,1,-36,1,0,1,1,0,0
4601,0,-22,0,0,0,0,0,1
1828,0,-36,1,1,1,1,1,0
2564,2,-57,1,0,1,1,0,0
2544,3,-56,0,0,0,1,1,0
3891,1,-54,0,0,0,1,0,1
4362,0,-16,1,0,1,1,0,0
3695,1,-94,0,0,1,1,1,1
2576,1,-15,0,1,1,0,1,0
4800,1,-8,0,1,1,0,1,0
4197,4,-51,0,0,0,1,1,0
3863,1,-9,1,0,0,1,0,1
1351,5,-76,0,0,0,0,0,0
3814,4,-13,1,0,0,0,1,0
1512,5,-96,1,0,1,0,0,1
3289,1,-56,1,1,1,1,1,0
1242,3,-21,1,0,0,1,1,0
554,0,-4,0,1,0,0,0,1
3241,0,-81,1,1,0,0,1,1
592,5,-70,0,1,0,1,0,1
3665,1,-7,0,1,0,0,1,0
2586,4,-48,0,1,0,1,0,0
1647,1,-12,1,1,1,1,0,1
3303,1,-5,0,1,0,1,1,0
2010,3,-8,1,0,1,0,1,1
4979,1,-17,1,0,0,0,1,0
590,5,-12,0,1,0,0,1,1
1810,3,-50,0,1,1,1,0,1
1328,4,-11,1,0,1,1,1,1
3922,1,-32,1,0,1,0,1,1
3854,4,-56,1,0,0,1,1,0
4685,2,-84,0,1,0,1,0,1
4693,0,-98,1,0,1,0,1,1
1348,4,-30,0,1,0,1,0,1
4277,0,-74,0,1,1,0,1,1
2678,0,-4,0,0,1,1,0,0
1755,1,-71,1,0,0,1,0,1
1033,0,-16,1,0,0,1,0,0
98,5,-74,1,0,0,0,0,0
2890,4,-88,1,1,0,0,1,0
4109,5,-26,0,1,1,0,0,1
4986,3,-87,0,0,1,1,1,0
4759,3,-74,1,0,0,0,0,0
2894,0,-64,1,1,1,1,0,0
4463,3,-60,0,0,0,0,1,1
1102,0,-50,1,1,1,0,0,1
1926,5,-30,1,0,0,0,0,0
1410,5,-100,0,1,1,1,1,0
2692,4,-83,0,1,1,1,1,1
1418,1,-39,0,1,1,0,1,1
2155,1,-89,0,1,1,0,1,1
2382,5,-18,0,1,1,0,0,1
1008,0,-81,1,1,0,1,1,1
4523,4,-22,0,0,0,0,1,0
4371,0,-92,0,1,0,0,1,0
901,5,-64,0,0,0,1,0,0
1165,0,-20,0,0,1,1,1,1
2026,0,-47,0,0,1,1,0,0
3598,1,-25,1,1,1,1,1,1
3032,1,-81,0,0,0,0,1,1
272,4,-26,1,1,0,1,0,1
2964,3,-4,1,1,0,1,0,0
4446,3,-80,1,0,1,0,0,0
3582,0,-4,1,0,1,1,1,1
4346,4,-58,1,1,1,0,1,0
684,3,-82,0,0,1,0,1,0
3572,4,-60,1,0,0,0,1,1
2171,3,-91,0,0,0,1,1,1
1565,5,-85,1,1,1,0,0,0
3072,0,-68,1,0,1,0,0,0
1941,1,-96,0,0,0,0,1,0
1410,3,-28,0,1,1,0,0,1
4737,1,-35,0,1,1,1,1,1
1008,2,-91,0,0,0,0,1,1
3557,2,-54,0,0,1,0,0,0
3390,3,-37,1,0,1,1,0,1
623,0,-23,0,1,1,0,0,1
3444,2,-77,1,0,1,0,0,1
2548,2,-28,1,0,0,0,0,1
3935,3,-98,1,1,0,1,0,0
2293,0,-29,0,1,1,0,1,0
1953,2,-65,1,0,0,0,1,1
303,0,-96,0,1,0,0,0,1
3391,5,-92,1,0,1,0,0,0
1277,2,-15,0,0,0,0,0,0
595,3,-84,0,0,0,1,0,0
330,1,-100,0,0,1,1,1,1
576,0,-88,1,0,0,1,1,1
3323,5,-49,1,1,1,1,0,0
320,4,-89,1,1,0,0,0,0
2245,1,-49,0,0,0,1,0,1
387,1,-9,1,1,0,1,1,1
1973,4,-2,0,0,1,1,0,1
2762,0,-34,0,0,0,0,0,0
985,2,-45,0,0,0,0,0,0
540,3,-15,1,1,0,1,1,1
337,4,-17,1,1,1,1,0,0
2988,0,-71,0,0,1,1,1,1
1557,3,-71,1,1,0,0,0,0
