sale_day,customer_score,losses_day,Organization,Responsibility,Conduct,Resource_management,Conflict_management,Contribution
1480,2,-123,1,0,1,1,0,1
11994,2,-499,0,0,0,1,0,0
13285,0,-956,0,1,0,1,1,1
13459,4,-600,1,1,0,0,0,0
5702,0,-409,1,1,0,1,1,1
3483,4,-185,1,1,1,1,1,0
5607,3,-41,1,0,1,0,1,1
5662,1,-639,0,1,0,0,0,0
10093,2,-420,1,0,0,0,1,0
7499,0,-595,0,0,1,0,0,0
4875,2,-570,1,0,0,1,0,1
4919,1,-62,1,0,1,1,0,0
12223,5,-573,0,0,0,1,0,1
7064,4,-369,1,0,0,0,1,1
4475,2,-285,0,0,1,1,1,0
179,3,-178,1,0,0,1,1,1
534,5,-37,1,1,1,1,1,0
5712,5,-312,1,1,0,0,0,1
14428,4,-609,1,1,1,1,0,0
5417,2,-679,0,0,0,1,0,1
13807,5,-71,0,1,0,1,0,0
9253,5,-830,1,1,1,0,0,0
14849,2,-804,1,1,1,0,0,0
10831,1,-92,1,1,1,1,0,1
10870,0,-789,0,1,0,1,1,1
8533,2,-93,1,0,1,0,1,0
10189,5,-261,0,0,0,1,1,0
12559,1,-499,1,1,1,0,0,1
11966,3,-311,1,0,0,0,0,0
6475,3,-184,0,1,0,0,1,1
6445,3,-683,1,0,0,0,1,1
7236,5,-477,0,1,1,0,0,0
5221,3,-774,0,0,1,1,0,1
3967,4,-117,1,0,0,0,0,0
14446,5,-484,1,1,1,0,0,1
153,5,-997,1,1,0,0,0,0
14236,5,-429,0,0,0,0,1,0
12097,4,-98,1,0,0,0,0,1
14122,3,-506,0,0,1,0,1,1
1269,1,-507,1,0,0,1,0,1
245,3,-180,1,1,1,0,0,0
12321,0,-488,1,1,0,0,1,1
10387,1,-595,0,0,1,0,1,1
1661,0,-594,1,0,0,1,1,1
6555,3,-261,1,0,0,1,1,1
8235,0,-676,1,0,1,1,1,0
13647,2,-459,1,0,1,0,0,0
8308,1,-340,0,0,0,0,0,0
12799,5,-634,1,0,0,0,1,1
4574,5,-230,0,0,0,1,0,0
802,2,-677,0,0,1,1,0,0
5095,1,-297,1,0,0,0,0,0
1400,5,-718,1,0,0,1,0,0
8645,4,-720,0,1,0,1,1,0
8891,4,-522,0,1,1,1,0,1
8048,5,-236,0,0,0,0,0,1
6187,2,-49,0,1,1,0,1,0
11090,5,-155,1,0,0,0,0,1
2101,1,-266,1,0,0,0,1,1
6055,2,-636,0,0,1,0,0,1
2035,3,-786,1,1,0,0,1,0
4301,0,-417,0,0,0,1,1,0
9153,3,-737,1,0,1,1,0,0
2568,5,-522,1,0,1,1,1,1
124,3,-779,0,0,0,1,1,0
5680,5,-942,0,0,0,1,0,1
2917,3,-450,1,1,0,1,0,1
11236,4,-272,1,1,0,0,0,1
14183,3,-960,0,0,0,0,0,0
14719,0,-195,0,1,1,0,0,1
2540,5,-489,0,1,1,1,1,0
5169,0,-886,0,1,1,1,1,0
9251,0,-190,0,1,1,0,0,0
11925,2,-786,1,0,0,1,1,1
3383,0,-258,1,0,0,1,1,1
2761,1,-398,0,1,0,0,0,1
64,0,-850,0,1,0,1,1,1
11125,5,-946,1,0,0,0,0,1
11421,2,-814,1,1,0,1,0,0
3777,5,-966,0,1,0,0,1,0
13688,3,-679,0,0,0,0,0,0
12243,4,-690,1,0,1,1,0,0
2526,3,-298,1,0,1,0,1,0
14660,1,-741,1,1,1,1,0,1
13915,5,-47,1,1,0,0,1,1
11127,4,-725,1,0,0,0,0,0
10279,1,-964,0,0,1,0,1,1
11575,4,-305,0,0,0,1,1,0
8631,3,-768,0,0,0,1,1,1
12745,3,-263,0,0,1,1,1,1
5681,2,-905,0,0,0,0,1,0
2308,1,-109,1,1,0,0,1,1
4895,0,-896,1,0,0,0,0,1
12525,5,-474,0,0,0,0,1,0
8430,1,-501,1,1,0,1,1,0
9258,0,-179,0,1,0,0,1,1
7696,4,-783,1,1,0,0,1,0
10256,5,-509,1,0,0,1,1,0
8235,4,-897,1,1,0,1,0,1
3172,3,-20,1,1,1,1,1,1
13763,5,-794,0,0,1,1,0,1
7133,0,-33,0,1,0,1,1,1
14686,5,-905,0,1,0,1,1,0
9993,2,-637,1,0,1,1,0,1
14954,1,-960,0,1,1,0,1,0
5336,5,-608,1,0,0,1,0,0
6616,3,-897,0,0,1,0,1,0
14209,2,-792,0,0,0,0,1,0
14933,5,-565,1,1,0,0,1,0
8886,0,-379,1,0,0,1,0,0
3772,4,-382,0,0,0,0,1,1
5453,4,-838,1,1,1,0,1,1
12288,2,-631,0,0,1,1,1,0
11958,1,-353,1,0,0,0,1,0
14554,4,-738,0,1,0,1,1,0
11222,4,-239,0,1,0,0,0,1
4943,3,-335,0,1,1,0,0,1
1101,5,-817,1,1,1,0,0,0
3431,3,-844,0,0,1,0,1,1
2187,0,-821,0,0,0,0,0,1
5081,0,-148,0,0,1,0,1,1
6966,2,-722,1,1,1,0,1,0
6660,5,-707,0,1,1,0,1,1
12103,4,-729,0,0,0,0,1,1
2149,4,-878,0,1,1,1,0,1
9193,5,-362,0,1,1,1,0,0
11929,0,-514,0,0,1,1,0,1
8677,1,-689,1,0,0,1,1,0
11323,0,-741,1,1,0,0,1,1
9554,4,-938,0,0,1,1,1,1
7978,1,-265,1,0,0,1,1,0
12003,2,-82,0,1,0,0,1,0
6748,1,-603,1,0,0,1,0,1
14705,3,-274,1,0,0,0,1,1
6235,5,-336,0,0,0,1,0,1
4021,0,-982,0,1,1,1,1,1
9180,0,-376,1,0,0,0,1,0
11682,5,-408,1,1,0,0,0,1
13104,3,-112,1,0,1,0,1,1
12835,0,-284,1,0,0,1,1,1
658,4,-199,0,1,0,0,0,1
14150,4,-420,0,1,0,0,0,1
2822,2,-240,1,1,1,1,1,1
3459,1,-924,0,1,0,0,1,1
2717,1,-434,0,1,0,0,1,0
11354,1,-771,0,1,0,1,0,1
5967,3,-71,1,0,0,0,1,0
13525,2,-226,1,0,0,1,0,0
10526,3,-739,1,1,1,1,0,0
5777,2,-515,0,0,1,0,1,1
6639,0,-422,0,0,1,0,1,0
4659,1,-331,1,0,1,1,1,0
9225,0,-202,0,0,0,0,1,1
11989,4,-353,1,1,0,1,0,1
5837,3,-265,0,0,1,0,0,1
14232,1,-889,1,0,0,0,0,1
1693,3,-108,0,0,0,1,0,1
5586,0,-308,1,1,0,1,1,1
6771,0,-779,1,0,0,0,0,0
9936,3,-718,0,1,0,1,0,1
11122,3,-880,1,0,1,0,0,0
10426,5,-510,0,0,1,1,0,1
11334,5,-182,0,0,0,0,1,0
13092,1,-684,0,0,1,0,0,1
1177,2,-876,1,1,0,0,0,0
14229,3,-965,1,1,1,1,1,0
1222,1,-156,0,0,0,1,0,0
9074,3,-371,0,1,0,0,1,0
7115,0,-104,0,0,0,1,0,1
12023,0,-820,0,1,1,0,1,0
9386,2,-199,1,0,0,1,1,1
8062,4,-996,0,0,1,0,0,0
1213,2,-343,1,0,1,0,0,0
13245,3,-777,0,1,0,0,0,1
11533,5,-924,0,0,1,0,0,1
9706,1,-952,1,1,1,1,0,1
6016,0,-926,1,0,1,0,0,1
11383,5,-338,1,0,0,1,0,1
265,1,-592,1,1,1,1,0,0
8502,5,-87,1,1,1,0,1,1
2955,2,-208,0,0,0,0,0,0
12443,2,-655,0,0,0,0,0,0
14295,4,-855,1,0,1,0,0,0
14640,2,-846,1,0,0,1,1,0
6803,4,-491,0,1,1,0,0,1
12070,4,-369,0,1,1,1,1,0
5398,3,-486,1,0,0,1,1,1
3432,2,-337,1,1,0,1,0,0
1613,1,-621,1,1,0,0,1,1
14595,3,-565,1,0,1,1,0,0
3502,3,-768,1,1,1,1,1,1
2171,5,-700,1,1,1,1,1,1
1894,5,-557,1,0,1,1,0,1
1543,5,-501,1,1,1,0,1,1
6862,2,-875,1,0,0,0,0,0
131,0,-114,1,0,1,0,0,1
3580,5,-860,1,1,0,1,1,1
1371,0,-299,1,1,0,0,0,0
2450,5,-311,0,1,1,0,0,0
5622,1,-991,1,0,0,0,0,1
1146,3,-275,1,0,0,1,0,1
7003,1,-344,0,1,0,0,1,1
14351,1,-728,0,1,1,0,0,1
9529,2,-856,1,1,1,0,0,1
4400,1,-991,0,0,0,1,0,0
4882,3,-114,0,0,0,0,0,0
6037,1,-213,0,0,0,1,0,0
9863,1,-863,1,1,0,1,0,1
9015,1,-732,1,0,1,1,0,1
12790,5,-866,0,1,1,0,0,1
14294,5,-36,0,1,1,0,1,0
6942,2,-980,0,0,1,1,0,1
1443,2,-857,0,0,0,0,0,0
11397,4,-590,0,1,1,1,1,1
7562,0,-423,0,1,0,1,1,0
8589,0,-27,1,0,0,0,0,0
2743,0,-779,0,0,0,0,0,1
427,5,-312,0,1,1,0,0,0
2299,0,-935,0,0,1,0,1,0
7824,0,-538,1,0,1,1,0,1
8845,1,-960,1,1,1,0,1,0
12944,3,-642,0,1,1,1,1,1
1311,4,-629,1,0,1,1,0,0
9353,5,-779,1,1,0,0,1,0
4177,5,-591,0,0,0,0,1,1
2359,2,-57,1,1,1,1,1,1
6575,1,-995,0,1,1,0,1,1
1933,0,-112,1,1,1,1,1,0
726,4,-734,0,0,0,1,0,1
7583,3,-931,1,0,1,0,0,1
9539,2,-666,0,1,1,1,1,1
8562,4,-631,0,0,1,1,0,1
7261,1,-950,0,1,1,0,1,1
8753,3,-712,1,0,0,1,0,1
116,3,-636,0,0,1,1,0,0
5115,4,-238,1,1,1,0,0,1
10252,0,-838,0,0,0,1,1,1
14035,3,-378,0,0,0,0,1,0
9975,4,-286,0,0,0,1,1,1
5245,5,-800,1,0,0,1,0,0
11703,1,-712,1,1,0,0,1,0
10097,4,-598,1,0,1,0,0,1
9303,5,-38,1,0,0,1,1,1
3001,3,-167,1,1,1,0,0,1
8310,4,-295,0,0,0,1,1,0
1810,5,-240,1,1,0,1,1,0
3360,1,-616,1,0,0,0,0,0
5912,5,-901,1,1,1,0,1,0
1349,4,-188,1,0,0,0,1,1
8993,4,-208,0,1,1,0,0,1
7893,5,-362,0,1,1,1,1,1
6976,5,-360,1,0,1,1,1,1
8515,0,-809,1,0,1,1,1,0
36,4,-899,0,1,1,0,1,0
3498,0,-396,0,1,1,1,1,0
5058,3,-32,0,1,0,1,0,0
10678,3,-863,0,1,0,0,1,1
3298,3,-781,1,0,0,1,0,0
11295,4,-645,0,1,0,0,0,1
2679,2,-695,0,1,0,1,1,0
8788,0,-196,0,1,0,0,1,0
1944,3,-755,0,1,0,0,0,0
10301,0,-922,0,1,1,0,1,0
10353,5,-323,0,0,0,0,0,1
6948,3,-14,1,0,1,0,1,0
1975,0,-472,0,1,1,0,0,1
485,2,-650,0,0,0,0,1,0
11914,3,-783,0,1,0,0,0,1
4389,1,-523,0,0,1,1,0,0
4947,2,-396,0,1,1,1,1,1
11813,2,-31,0,1,1,1,0,0
789,1,-70,0,0,0,0,0,1
515,0,-769,0,0,0,1,1,0
6,3,-425,1,0,1,0,0,0
13143,5,-806,0,0,0,1,1,1
3709,5,-653,0,1,1,0,1,0
14197,0,-695,1,0,1,1,0,0
4024,5,-705,0,0,1,1,0,1
7006,1,-326,0,1,0,0,1,1
7284,5,-320,1,1,1,0,0,1
2001,2,-791,0,1,1,1,1,1
9379,4,-130,1,0,0,0,0,0
13545,4,-560,1,0,0,0,0,0
14945,3,-981,0,1,1,0,0,0
7234,4,-521,0,1,0,0,1,0
8940,3,-481,1,0,0,0,1,1
10377,4,-216,0,0,1,1,0,0
7483,1,-336,1,1,1,0,1,0
12751,1,-749,1,0,1,1,1,0
10768,1,-300,0,0,0,0,0,1
1549,3,-297,1,1,0,0,0,1
514,4,-828,1,1,1,1,1,0
6473,3,-659,1,1,1,1,1,0
6963,4,-21,1,0,1,0,0,1
3723,5,-938,1,0,1,1,0,1
1876,5,-159,1,0,1,1,0,0
7751,5,-201,0,0,0,1,0,0
9902,4,-494,0,0,0,0,0,1
3014,1,-9,0,0,0,1,1,0
1057,0,-932,1,0,1,1,0,0
2976,4,-972,1,0,1,1,1,1
893,1,-428,0,1,0,0,1,1
10784,0,-778,1,1,1,0,0,1
4608,5,-320,0,1,0,1,0,0
7934,5,-25,1,0,1,1,1,1
11633,5,-875,0,0,0,0,1,0
899,0,-48,0,1,0,0,0,1
9947,2,-985,0,1,0,1,1,0
4563,1,-997,1,1,1,1,1,0
14476,2,-50,1,0,1,0,1,1
4618,4,-105,0,1,0,0,0,0
7439,5,-346,1,1,1,0,0,1
1204,2,-135,1,0,0,0,1,1
889,5,-266,1,0,1,1,0,1
12916,0,-400,0,0,0,0,0,1
9783,2,-696,1,0,0,1,1,0
4012,5,-851,1,1,0,0,0,0
4722,2,-202,0,0,1,1,0,1
9040,1,-344,1,1,0,0,0,1
5224,4,-525,1,1,0,1,1,1
13638,2,-345,1,0,1,0,1,1
2071,5,-644,0,1,1,0,0,0
14018,5,-748,1,1,0,0,1,0
8984,5,-592,0,1,0,0,1,0
6866,0,-144,1,0,1,0,1,0
13129,1,-344,0,1,0,0,0,0
1996,2,-941,0,1,0,0,0,0
5070,4,-556,1,0,1,0,1,0
8122,1,-611,1,0,0,1,1,1
7959,3,-271,1,0,0,1,1,0
8753,5,-323,1,1,1,0,1,1
4521,5,-251,1,0,0,1,0,1
4839,0,-466,0,1,0,1,1,0
14705,5,-842,1,0,0,1,1,1
11986,0,-611,1,0,0,1,1,0
11966,2,-757,1,1,0,1,0,0
7895,0,-158,1,1,0,0,1,0
2162,4,-911,1,1,0,0,0,1
10455,1,-289,0,0,1,0,1,0
9875,0,-756,0,0,1,1,1,0
5119,5,-323,0,1,1,0,1,1
4480,0,-585,1,1,0,1,1,0
6075,2,-689,0,0,0,1,1,1
94,0,-482,0,1,0,0,1,0
3124,2,-203,0,1,1,1,0,0
12195,1,-450,1,0,0,0,0,0
7513,5,-328,0,1,1,1,1,0
8742,2,-910,1,1,0,1,1,1
2313,1,-793,1,1,0,1,1,0
8094,0,-31,0,0,1,1,1,1
13325,2,-122,1,1,1,0,1,1
4631,3,-221,0,1,0,1,0,0
13690,3,-882,0,1,1,1,0,0
2198,0,-376,0,0,1,0,0,1
5483,5,-672,1,0,0,1,1,1
1884,3,-64,1,0,1,0,0,1
13261,4,-891,0,0,0,0,0,1
12204,3,-219,1,1,0,1,1,0
11222,5,-348,1,0,0,1,1,1
13000,0,-70,0,1,0,0,0,0
6254,1,-90,0,1,1,0,1,0
14701,3,-430,0,0,1,1,1,1
6128,3,-868,1,1,0,0,0,1
8021,1,-403,1,0,1,1,1,0
2662,3,-140,0,1,0,0,0,0
1599,1,-227,0,0,0,0,0,1
1636,2,-289,0,1,0,1,1,1
9669,1,-130,1,0,1,0,1,1
11111,3,-263,1,1,0,1,1,1
9066,1,-747,1,0,1,0,0,0
8286,3,-73,1,0,0,1,1,1
8168,4,-435,1,1,1,1,1,0
14384,3,-938,0,0,1,1,0,1
14550,4,-307,0,0,1,0,0,1
9135,1,-766,1,1,1,0,1,0
13317,3,-58,1,1,1,0,1,1
9445,1,-841,0,0,1,0,1,0
7976,1,-477,1,1,1,0,1,1
3506,2,-446,0,1,1,0,0,0
11952,4,-88,1,0,0,1,0,1
2321,1,-187,1,0,1,1,1,0
9701,2,-276,0,0,0,0,1,0
638,1,-26,1,1,1,0,0,0
6911,5,-597,0,1,1,1,0,1
14758,3,-108,1,0,0,1,0,1
9218,4,-125,0,1,0,0,1,1
13172,0,-660,1,1,1,0,0,0
5640,4,-316,1,1,0,0,0,0
629,5,-969,1,0,0,1,1,0
12889,5,-569,1,1,1,0,1,1
14744,5,-65,1,1,0,1,1,0
890,4,-444,0,1,0,0,0,1
7953,1,-175,0,0,1,1,1,0
359,1,-112,0,1,0,1,1,1
2644,4,-535,1,0,1,0,0,0
6625,3,-916,0,0,1,0,1,0
8647,0,-615,1,0,0,1,0,0
11685,3,-764,0,1,0,1,1,0
2337,4,-276,1,0,1,0,0,0
12156,1,-295,0,0,1,1,0,1
4420,5,-989,1,0,0,0,0,1
7868,0,-702,1,1,0,1,0,1
11379,5,-170,0,1,1,0,1,1
10924,3,-718,1,1,0,1,1,1
1557,4,-513,1,0,1,0,1,0
13075,0,-651,0,1,1,0,1,0
1013,5,-851,1,1,0,1,0,0
11467,1,-996,1,1,1,0,0,0
3392,0,-176,1,0,0,0,0,0
10390,4,-832,1,1,0,1,0,0
2740,2,-503,0,1,1,0,1,0
880,5,-578,0,1,1,1,1,1
11182,4,-343,0,0,0,1,0,1
2135,5,-983,0,0,0,0,0,0
9431,0,-89,0,0,0,0,1,0
10389,5,-652,1,0,0,0,0,1
2999,2,-207,0,0,1,1,0,0
14598,2,-485,1,0,0,0,1,0
3568,1,-927,1,1,0,0,0,1
5833,4,-269,0,0,0,1,1,0
12624,4,-892,0,1,1,0,0,1
1138,1,-543,0,0,0,1,0,0
42,1,-382,1,1,1,1,0,1
14704,0,-180,0,0,0,0,1,0
5356,3,-492,1,1,1,0,1,0
10689,3,-591,0,0,0,0,0,0
10570,4,-401,1,0,1,1,0,1
1960,1,-798,1,0,0,1,1,0
9200,2,-910,1,0,0,0,0,1
2062,4,-77,1,1,0,1,0,1
7320,3,-723,0,1,1,0,0,1
7344,0,-504,0,0,0,1,0,0
6298,2,-243,1,1,1,0,0,0
9104,0,-890,1,1,0,1,0,0
1402,0,-229,1,0,1,1,0,1
604,1,-442,0,0,1,1,1,1
12988,2,-965,1,1,1,1,1,0
12637,1,-771,1,0,0,1,1,1
1872,5,-386,1,0,1,1,0,1
8113,0,-276,1,1,0,1,1,1
13607,5,-631,1,0,1,0,0,1
7374,3,-224,1,1,1,0,0,0
9452,1,-747,0,0,1,1,1,1
10243,3,-968,0,0,0,1,1,1
3806,4,-714,0,1,1,0,1,0
8010,2,-581,1,0,0,0,1,1
5844,1,-152,0,0,1,1,1,1
7533,2,-627,1,1,1,1,1,1
11486,0,-658,1,0,0,1,1,0
7948,4,-991,1,1,0,0,1,0
3594,0,-639,0,1,0,0,1,1
8585,5,-361,1,1,0,1,0,0
11493,0,-863,1,1,0,0,1,1
5684,3,-426,1,1,0,0,1,1
8998,0,-8,0,0,0,0,0,1
1121,0,-247,0,0,1,1,1,0
5967,4,-479,1,1,1,1,1,0
10506,3,-612,0,1,1,1,1,1
10616,0,-67,0,0,0,1,1,0
6435,5,-202,1,1,0,1,0,0
6059,0,-755,0,0,0,0,0,0
9268,2,-774,1,0,1,0,0,1
13909,1,-472,1,1,1,1,0,1
12271,4,-327,1,1,1,1,0,0
7530,3,-76,0,0,1,0,1,0
5862,3,-989,1,1,1,0,1,1
12986,3,-767,0,1,1,0,1,1
12089,0,-20,0,0,0,1,1,0
9737,2,-798,0,1,0,1,1,1
6043,5,-813,0,0,1,1,0,1
14061,4,-32,1,0,1,0,1,0
9007,0,-751,1,0,0,0,1,1
6279,1,-435,0,0,0,0,1,1
5598,2,-681,1,0,1,1,0,0
13820,4,-988,1,1,0,0,0,1
1987,4,-918,1,1,1,0,1,0
11169,4,-630,0,0,0,1,1,0
7112,3,-373,1,0,0,0,1,0
10184,3,-271,1,0,1,0,0,1
4409,0,-264,0,1,0,0,0,0
1461,4,-390,0,0,0,0,1,1
13357,2,-479,0,1,0,1,0,1
7499,1,-575,1,1,1,0,0,0
3719,2,-168,1,0,0,1,0,1
11895,4,-582,1,1,0,0,1,0
9237,1,-373,0,1,0,1,1,0
1136,0,-442,0,0,0,0,1,1
7582,4,-499,0,0,1,1,0,0
5642,5,-167,0,0,0,0,0,0
1331,4,-550,0,0,0,0,1,1
300,4,-421,0,1,1,1,1,1
10747,3,-2,1,0,1,1,0,0
12559,3,-185,0,0,0,1,0,0
9569,0,-639,0,0,0,1,0,0
14390,4,-151,0,0,1,0,1,0
8178,0,-774,0,0,1,0,1,0
4272,4,-890,0,0,0,0,1,1
13350,3,-580,1,0,1,1,1,1
5068,1,-631,0,1,0,0,1,0
8676,5,-699,1,0,0,0,0,0
127,1,-32,0,0,1,0,1,0
6641,0,-783,1,0,1,1,0,0
2691,5,-147,1,1,0,1,1,1
11341,0,-326,1,1,1,0,0,0
8824,5,-416,0,0,0,0,0,0
557,4,-619,0,1,1,1,1,0
2667,4,-871,1,0,0,0,0,1
9704,0,-5,1,1,1,1,1,1
13652,0,-447,1,1,0,1,0,0
2558,0,-985,0,1,1,0,0,0
1663,5,-838,0,1,0,1,1,0
7466,1,-225,0,0,1,0,0,0
7628,4,-266,0,0,0,1,1,1
163,4,-882,1,0,0,0,1,0
10698,0,-24,1,0,1,0,0,0
11486,3,-133,1,1,1,0,1,1
1133,5,-879,1,0,0,1,0,0
9392,3,-478,1,1,1,0,1,0
10503,3,-580,1,0,0,0,0,0
6480,2,-98,1,1,1,1,0,0
10823,4,-464,0,0,0,1,0,1
13157,0,-118,1,1,1,0,1,0
8491,5,-990,0,0,1,0,0,0
6900,0,-455,0,0,0,1,0,1
4407,3,-360,0,0,0,1,0,0
1578,4,-524,1,1,0,0,1,0
1695,0,-88,0,1,0,1,1,1
4444,3,-486,0,0,0,1,0,0
13869,5,-146,1,0,1,0,1,1
1165,2,-174,0,1,0,1,1,1
14060,0,-961,0,1,1,0,0,1
13217,0,-911,0,0,1,0,1,0
7986,5,-575,1,1,0,1,0,1
9047,3,-167,1,0,0,0,1,0
1163,5,-288,0,1,1,0,0,1
4179,1,-657,0,0,1,0,0,1
5326,1,-914,1,0,0,1,1,1
3734,4,-884,1,1,1,1,1,1
2013,0,-806,1,0,0,0,1,1
13092,3,-794,0,1,0,0,1,1
9955,5,-368,0,1,0,1,1,1
5623,4,-721,1,1,1,0,1,0
12892,3,-286,0,1,1,1,0,0
13038,5,-184,1,1,1,0,0,1
8947,4,-113,0,1,1,1,0,1
8979,5,-309,1,1,0,1,1,1
11800,4,-198,0,0,0,1,1,0
6696,1,-966,0,0,1,1,0,1
14950,1,-134,1,1,0,0,0,1
888,3,-230,0,0,0,1,1,0
13185,3,-470,1,1,0,0,0,1
5166,5,-563,0,0,1,1,1,1
13640,0,-515,1,0,1,1,1,1
13507,3,-124,0,0,0,1,0,1
2247,4,-911,0,0,0,1,1,0
11799,2,-888,1,0,0,1,1,0
11223,4,-728,0,1,0,1,0,0
9640,4,-182,1,0,0,1,0,0
7146,5,-736,1,1,0,0,1,1
11093,3,-210,0,0,1,1,1,1
407,2,-179,1,0,0,0,1,1
4893,0,-211,0,1,1,1,0,1
7817,5,-899,1,1,0,0,1,0
7284,3,-980,1,1,1,0,1,0
11378,1,-777,0,0,0,1,0,1
177,1,-255,0,1,1,0,1,0
741,5,-758,0,1,0,0,1,1
4612,3,-852,1,0,1,0,1,0
176,4,-389,0,0,0,1,0,0
4148,0,-298,0,0,1,0,0,1
11529,0,-617,0,1,1,0,1,0
3587,3,-903,0,0,1,1,0,1
1753,3,-588,1,1,1,0,1,0
